date,machine_id,shift,product_type,units_produced,defective_units,downtime_minutes,production_time_minutes,operator_id,factory_location
19-10-24,MCH001,Night,Nut,555,18,49,500,OP103,Nashik
19-10-24,MCH002,Morning,Bearing,474,12,50,480,OP107,Mumbai
19-10-24,MCH002,Evening,Bearing,539,18,51,450,OP117,Aurangabad
19-10-24,MCH002,Night,Bolt,633,16,44,500,OP105,Pune
19-10-24,MCH003,Morning,Gear,636,20,54,480,OP111,Nagpur
19-10-24,MCH003,Evening,Gear,668,12,42,450,OP102,Mumbai
19-10-24,MCH003,Night,Shaft,457,8,48,500,OP112,Nashik
19-10-24,MCH004,Morning,Shaft,435,17,23,480,OP107,Nashik
19-10-24,MCH004,Evening,Gear,417,8,28,450,OP100,Aurangabad
19-10-24,MCH004,Night,Nut,545,20,21,500,OP101,Nashik
19-10-24,MCH005,Morning,Nut,642,13,14,480,OP118,Nagpur
19-10-24,MCH005,Evening,Gear,669,14,52,450,OP105,Mumbai
19-10-24,MCH005,Night,Gear,644,24,12,500,OP104,Mumbai
20-10-24,MCH001,Morning,Gear,589,9,53,480,OP103,Pune
20-10-24,MCH001,Evening,Gear,683,8,6,450,OP112,Nashik
20-10-24,MCH001,Night,Shaft,434,11,14,500,OP110,Nagpur
20-10-24,MCH002,Morning,Nut,550,6,51,480,OP115,Aurangabad
20-10-24,MCH002,Evening,Nut,477,16,25,450,OP115,Mumbai
20-10-24,MCH002,Night,Bearing,678,18,47,500,OP108,Aurangabad
20-10-24,MCH003,Morning,Shaft,408,10,48,480,OP119,Pune
20-10-24,MCH003,Evening,Bolt,411,5,36,450,OP101,Pune
20-10-24,MCH003,Night,Nut,671,22,54,500,OP112,Pune
20-10-24,MCH004,Morning,Nut,436,13,34,480,OP112,Mumbai
20-10-24,MCH004,Evening,Nut,525,20,50,450,OP101,Pune
20-10-24,MCH004,Night,Gear,514,15,23,500,OP110,Nashik
20-10-24,MCH005,Morning,Shaft,430,12,34,480,OP103,Nagpur
20-10-24,MCH005,Evening,Bearing,655,22,40,450,OP101,Nashik
20-10-24,MCH005,Night,Bearing,606,16,28,500,OP117,Nashik
21-10-24,MCH001,Morning,Gear,519,23,58,480,OP100,Mumbai
21-10-24,MCH001,Evening,Gear,649,15,55,450,OP110,Mumbai
21-10-24,MCH001,Night,Shaft,406,22,16,500,OP101,Nagpur
21-10-24,MCH002,Morning,Nut,406,24,31,480,OP111,Pune
21-10-24,MCH002,Evening,Shaft,477,14,45,450,OP114,Aurangabad
21-10-24,MCH002,Night,Nut,455,14,23,500,OP118,Nagpur
21-10-24,MCH003,Morning,Nut,586,16,45,480,OP119,Pune
21-10-24,MCH003,Evening,Nut,511,5,17,450,OP102,Nagpur
21-10-24,MCH003,Night,Gear,494,13,40,500,OP101,Aurangabad
21-10-24,MCH004,Morning,Shaft,519,17,18,480,OP102,Pune
21-10-24,MCH004,Evening,Bearing,638,14,29,450,OP116,Pune
21-10-24,MCH004,Night,Shaft,410,9,13,500,OP106,Nashik
21-10-24,MCH005,Morning,Bearing,675,22,46,480,OP104,Nashik
21-10-24,MCH005,Evening,Nut,488,9,19,450,OP115,Pune
21-10-24,MCH005,Night,Shaft,420,20,30,500,OP108,Nashik
22-10-24,MCH001,Morning,Bearing,615,20,57,480,OP118,Nagpur
22-10-24,MCH001,Evening,Bolt,661,22,26,450,OP117,Mumbai
22-10-24,MCH001,Night,Bearing,495,21,5,500,OP108,Aurangabad
22-10-24,MCH002,Morning,Gear,585,22,32,480,OP109,Aurangabad
22-10-24,MCH002,Evening,Nut,681,17,17,450,OP116,Nashik
22-10-24,MCH002,Night,Bearing,408,19,49,500,OP104,Nashik
22-10-24,MCH003,Morning,Shaft,426,17,16,480,OP108,Aurangabad
22-10-24,MCH003,Evening,Bolt,476,24,56,450,OP112,Mumbai
22-10-24,MCH003,Night,Bolt,684,13,28,500,OP109,Nagpur
22-10-24,MCH004,Morning,Bearing,438,19,58,480,OP118,Nagpur
22-10-24,MCH004,Evening,Bolt,648,24,38,450,OP108,Nagpur
22-10-24,MCH004,Night,Bolt,510,22,53,500,OP108,Pune
22-10-24,MCH005,Morning,Gear,504,20,30,480,OP105,Nashik
22-10-24,MCH005,Evening,Bearing,468,11,27,450,OP100,Aurangabad
22-10-24,MCH005,Night,Nut,457,20,18,500,OP100,Mumbai
23-10-24,MCH001,Morning,Gear,602,11,36,480,OP103,Mumbai
23-10-24,MCH001,Evening,Bearing,688,21,31,450,OP109,Pune
23-10-24,MCH001,Night,Nut,471,6,45,500,OP103,Mumbai
23-10-24,MCH002,Morning,Bolt,494,15,41,480,OP111,Nagpur
23-10-24,MCH002,Evening,Shaft,563,17,26,450,OP100,Aurangabad
23-10-24,MCH002,Night,Nut,627,12,29,500,OP119,Aurangabad
23-10-24,MCH003,Morning,Nut,651,15,45,480,OP113,Nagpur
23-10-24,MCH003,Evening,Gear,565,17,29,450,OP102,Nashik
23-10-24,MCH003,Night,Bolt,461,18,17,500,OP115,Pune
23-10-24,MCH004,Morning,Bearing,562,17,17,480,OP106,Mumbai
23-10-24,MCH004,Evening,Nut,663,11,23,450,OP106,Mumbai
23-10-24,MCH004,Night,Shaft,431,17,8,500,OP118,Nagpur
23-10-24,MCH005,Morning,Shaft,421,6,33,480,OP110,Aurangabad
23-10-24,MCH005,Evening,Bolt,476,11,14,450,OP103,Aurangabad
23-10-24,MCH005,Night,Shaft,661,13,32,500,OP112,Nagpur
24-10-24,MCH001,Morning,Bolt,645,17,28,480,OP107,Pune
24-10-24,MCH001,Evening,Gear,597,18,33,450,OP109,Pune
24-10-24,MCH001,Night,Gear,476,21,55,500,OP112,Pune
24-10-24,MCH002,Morning,Nut,417,8,35,480,OP100,Aurangabad
24-10-24,MCH002,Evening,Bolt,408,24,14,450,OP114,Mumbai
24-10-24,MCH002,Night,Bolt,453,9,35,500,OP100,Aurangabad
24-10-24,MCH003,Morning,Nut,594,20,30,480,OP113,Aurangabad
24-10-24,MCH003,Evening,Gear,489,20,57,450,OP107,Pune
24-10-24,MCH003,Night,Shaft,662,19,45,500,OP103,Mumbai
24-10-24,MCH004,Morning,Bearing,445,9,45,480,OP112,Pune
24-10-24,MCH004,Evening,Bearing,442,16,39,450,OP101,Aurangabad
24-10-24,MCH004,Night,Gear,584,20,19,500,OP115,Aurangabad
24-10-24,MCH005,Morning,Shaft,501,22,39,480,OP104,Nashik
24-10-24,MCH005,Evening,Bearing,542,22,42,450,OP112,Pune
24-10-24,MCH005,Night,Gear,639,8,53,500,OP117,Nashik
25-10-24,MCH001,Morning,Nut,661,21,8,480,OP113,Mumbai
25-10-24,MCH001,Evening,Shaft,601,24,57,450,OP102,Aurangabad
25-10-24,MCH001,Night,Shaft,542,8,5,500,OP114,Aurangabad
25-10-24,MCH002,Morning,Bolt,421,22,52,480,OP108,Pune
25-10-24,MCH002,Evening,Gear,578,9,38,450,OP114,Nashik
25-10-24,MCH002,Night,Shaft,654,6,13,500,OP101,Aurangabad
25-10-24,MCH003,Morning,Bearing,574,24,10,480,OP117,Aurangabad
25-10-24,MCH003,Evening,Gear,462,16,45,450,OP101,Aurangabad
25-10-24,MCH003,Night,Shaft,451,19,39,500,OP112,Nagpur
25-10-24,MCH004,Morning,Gear,441,24,11,480,OP107,Aurangabad
25-10-24,MCH004,Evening,Nut,513,16,54,450,OP111,Pune
25-10-24,MCH004,Night,Gear,433,18,8,500,OP114,Nashik
25-10-24,MCH005,Morning,Bearing,629,13,31,480,OP116,Aurangabad
25-10-24,MCH005,Evening,Shaft,612,6,23,450,OP104,Aurangabad
25-10-24,MCH005,Night,Nut,692,23,36,500,OP112,Pune
26-10-24,MCH001,Morning,Nut,479,18,58,480,OP100,Mumbai
26-10-24,MCH001,Evening,Nut,495,8,13,450,OP118,Aurangabad
26-10-24,MCH001,Night,Nut,499,11,21,500,OP100,Aurangabad
26-10-24,MCH002,Morning,Bearing,501,17,20,480,OP113,Pune
26-10-24,MCH002,Evening,Shaft,494,20,59,450,OP108,Pune
26-10-24,MCH002,Night,Bolt,685,11,16,500,OP102,Nashik
26-10-24,MCH003,Morning,Nut,442,9,59,480,OP112,Mumbai
26-10-24,MCH003,Evening,Gear,598,21,20,450,OP107,Nagpur
26-10-24,MCH003,Night,Nut,675,22,41,500,OP105,Aurangabad
26-10-24,MCH004,Morning,Shaft,659,11,47,480,OP119,Aurangabad
26-10-24,MCH004,Evening,Bearing,432,19,56,450,OP107,Pune
26-10-24,MCH004,Night,Bolt,616,20,50,500,OP115,Aurangabad
26-10-24,MCH005,Morning,Bearing,550,9,39,480,OP114,Nashik
26-10-24,MCH005,Evening,Bearing,661,18,6,450,OP117,Pune
26-10-24,MCH005,Night,Nut,538,5,14,500,OP108,Aurangabad
27-10-24,MCH001,Morning,Gear,688,22,16,480,OP101,Pune
27-10-24,MCH001,Evening,Bearing,688,16,43,450,OP103,Aurangabad
27-10-24,MCH001,Night,Shaft,425,19,35,500,OP100,Mumbai
27-10-24,MCH002,Morning,Gear,534,16,28,480,OP118,Nashik
27-10-24,MCH002,Evening,Nut,531,17,46,450,OP113,Aurangabad
27-10-24,MCH002,Night,Bearing,695,23,33,500,OP109,Nagpur
27-10-24,MCH003,Morning,Gear,500,13,59,480,OP108,Nagpur
27-10-24,MCH003,Evening,Shaft,605,10,58,450,OP119,Nagpur
27-10-24,MCH003,Night,Shaft,697,18,22,500,OP100,Aurangabad
27-10-24,MCH004,Morning,Shaft,499,17,52,480,OP104,Pune
27-10-24,MCH004,Evening,Nut,523,15,36,450,OP104,Mumbai
27-10-24,MCH004,Night,Bearing,614,8,56,500,OP104,Nashik
27-10-24,MCH005,Morning,Bearing,418,9,57,480,OP107,Nagpur
27-10-24,MCH005,Evening,Shaft,554,22,28,450,OP108,Pune
27-10-24,MCH005,Night,Bearing,459,10,39,500,OP116,Aurangabad
28-10-24,MCH001,Morning,Gear,463,10,52,480,OP105,Nagpur
28-10-24,MCH001,Evening,Bearing,626,16,33,450,OP105,Nashik
28-10-24,MCH001,Night,Bearing,568,20,9,500,OP114,Mumbai
28-10-24,MCH002,Morning,Nut,531,9,11,480,OP102,Pune
28-10-24,MCH002,Evening,Gear,619,6,9,450,OP106,Pune
28-10-24,MCH002,Night,Nut,592,19,44,500,OP118,Mumbai
28-10-24,MCH003,Morning,Gear,647,9,11,480,OP106,Nashik
28-10-24,MCH003,Evening,Shaft,504,19,42,450,OP115,Nagpur
28-10-24,MCH003,Night,Nut,459,12,48,500,OP110,Nashik
28-10-24,MCH004,Morning,Shaft,572,20,44,480,OP116,Nagpur
28-10-24,MCH004,Evening,Gear,540,8,24,450,OP109,Nagpur
28-10-24,MCH004,Night,Bolt,613,24,52,500,OP116,Pune
28-10-24,MCH005,Morning,Nut,468,20,44,480,OP115,Mumbai
28-10-24,MCH005,Evening,Gear,535,13,49,450,OP116,Nagpur
28-10-24,MCH005,Night,Bolt,597,14,41,500,OP106,Pune
29-10-24,MCH001,Morning,Gear,505,15,39,480,OP107,Aurangabad
29-10-24,MCH001,Evening,Shaft,639,19,57,450,OP112,Mumbai
29-10-24,MCH001,Night,Bolt,423,9,18,500,OP110,Pune
29-10-24,MCH002,Morning,Nut,454,16,7,480,OP101,Mumbai
29-10-24,MCH002,Evening,Shaft,547,18,12,450,OP101,Nashik
29-10-24,MCH002,Night,Shaft,441,9,47,500,OP108,Nashik
29-10-24,MCH003,Morning,Nut,532,19,50,480,OP108,Mumbai
29-10-24,MCH003,Evening,Bearing,692,19,45,450,OP103,Nagpur
29-10-24,MCH003,Night,Shaft,554,11,51,500,OP116,Nashik
29-10-24,MCH004,Morning,Shaft,427,14,31,480,OP112,Nashik
29-10-24,MCH004,Evening,Bolt,587,15,9,450,OP105,Pune
29-10-24,MCH004,Night,Bearing,626,7,58,500,OP103,Nashik
29-10-24,MCH005,Morning,Shaft,531,15,10,480,OP118,Aurangabad
29-10-24,MCH005,Evening,Gear,417,19,7,450,OP116,Mumbai
29-10-24,MCH005,Night,Bearing,699,19,29,500,OP106,Aurangabad
30-10-24,MCH001,Morning,Bolt,507,21,47,480,OP103,Mumbai
30-10-24,MCH001,Evening,Gear,647,21,28,450,OP108,Mumbai
30-10-24,MCH001,Night,Nut,670,19,27,500,OP101,Mumbai
30-10-24,MCH002,Morning,Gear,536,6,6,480,OP117,Pune
30-10-24,MCH002,Evening,Nut,471,6,38,450,OP104,Nagpur
30-10-24,MCH002,Night,Bearing,415,18,56,500,OP101,Aurangabad
30-10-24,MCH003,Morning,Shaft,451,13,56,480,OP118,Nashik
30-10-24,MCH003,Evening,Bearing,411,7,49,450,OP101,Nashik
30-10-24,MCH003,Night,Gear,655,13,15,500,OP102,Aurangabad
30-10-24,MCH004,Morning,Bearing,598,16,23,480,OP117,Nashik
30-10-24,MCH004,Evening,Bearing,528,10,25,450,OP101,Nagpur
30-10-24,MCH004,Night,Shaft,450,5,27,500,OP107,Nagpur
30-10-24,MCH005,Morning,Bolt,467,22,18,480,OP108,Nashik
30-10-24,MCH005,Evening,Nut,627,22,50,450,OP114,Mumbai
30-10-24,MCH005,Night,Gear,568,12,36,500,OP116,Nagpur
31-10-24,MCH001,Morning,Bolt,605,9,13,480,OP115,Aurangabad
31-10-24,MCH001,Evening,Bearing,585,6,54,450,OP117,Nashik
31-10-24,MCH001,Night,Shaft,401,18,8,500,OP106,Nagpur
31-10-24,MCH002,Morning,Gear,509,11,13,480,OP107,Nashik
31-10-24,MCH002,Evening,Gear,486,17,15,450,OP117,Aurangabad
31-10-24,MCH002,Night,Bolt,671,14,8,500,OP103,Nagpur
31-10-24,MCH003,Morning,Gear,631,13,20,480,OP109,Nashik
31-10-24,MCH003,Evening,Nut,433,13,17,450,OP105,Aurangabad
31-10-24,MCH003,Night,Bearing,524,15,38,500,OP102,Pune
31-10-24,MCH004,Morning,Bearing,538,16,47,480,OP118,Aurangabad
31-10-24,MCH004,Evening,Bolt,605,16,6,450,OP107,Nagpur
31-10-24,MCH004,Night,Shaft,676,5,33,500,OP104,Mumbai
31-10-24,MCH005,Morning,Bolt,474,15,49,480,OP101,Mumbai
31-10-24,MCH005,Evening,Bearing,564,18,33,450,OP118,Nagpur
31-10-24,MCH005,Night,Bolt,615,13,16,500,OP115,Pune
01-11-24,MCH001,Morning,Bolt,670,7,53,480,OP112,Pune
01-11-24,MCH001,Evening,Bolt,523,17,20,450,OP118,Pune
01-11-24,MCH001,Night,Gear,687,7,27,500,OP117,Aurangabad
01-11-24,MCH002,Morning,Nut,687,15,49,480,OP110,Nagpur
01-11-24,MCH002,Evening,Gear,467,18,9,450,OP103,Mumbai
01-11-24,MCH002,Night,Bearing,650,6,14,500,OP102,Mumbai
01-11-24,MCH003,Morning,Bolt,472,13,34,480,OP103,Nagpur
01-11-24,MCH003,Evening,Bearing,628,24,33,450,OP114,Pune
01-11-24,MCH003,Night,Nut,470,17,27,500,OP107,Aurangabad
01-11-24,MCH004,Morning,Bearing,415,10,41,480,OP100,Pune
01-11-24,MCH004,Evening,Bolt,417,10,51,450,OP115,Nagpur
01-11-24,MCH004,Night,Nut,669,11,8,500,OP100,Aurangabad
01-11-24,MCH005,Morning,Nut,521,11,46,480,OP109,Aurangabad
01-11-24,MCH005,Evening,Bearing,412,5,44,450,OP115,Nagpur
01-11-24,MCH005,Night,Bearing,521,11,30,500,OP102,Mumbai
02-11-24,MCH001,Morning,Nut,561,24,59,480,OP109,Pune
02-11-24,MCH001,Evening,Shaft,481,10,24,450,OP105,Pune
02-11-24,MCH001,Night,Nut,651,13,45,500,OP102,Nashik
02-11-24,MCH002,Morning,Bearing,456,23,14,480,OP118,Pune
02-11-24,MCH002,Evening,Nut,670,8,43,450,OP105,Nashik
02-11-24,MCH002,Night,Bearing,556,17,6,500,OP102,Pune
02-11-24,MCH003,Morning,Shaft,421,23,54,480,OP104,Nagpur
02-11-24,MCH003,Evening,Bearing,672,7,11,450,OP108,Aurangabad
02-11-24,MCH003,Night,Nut,655,7,17,500,OP108,Nagpur
02-11-24,MCH004,Morning,Bearing,471,14,37,480,OP119,Nagpur
02-11-24,MCH004,Evening,Nut,580,5,55,450,OP101,Nagpur
02-11-24,MCH004,Night,Gear,669,9,39,500,OP116,Pune
02-11-24,MCH005,Morning,Gear,693,5,45,480,OP103,Pune
02-11-24,MCH005,Evening,Bearing,652,17,27,450,OP116,Nashik
02-11-24,MCH005,Night,Bearing,585,10,24,500,OP114,Nagpur
03-11-24,MCH001,Morning,Bearing,632,19,50,480,OP103,Nashik
03-11-24,MCH001,Evening,Bolt,517,6,20,450,OP118,Nashik
03-11-24,MCH001,Night,Gear,403,20,32,500,OP115,Nagpur
03-11-24,MCH002,Morning,Bolt,557,5,9,480,OP113,Mumbai
03-11-24,MCH002,Evening,Gear,428,22,19,450,OP113,Nagpur
03-11-24,MCH002,Night,Nut,514,12,31,500,OP116,Nagpur
03-11-24,MCH003,Morning,Bearing,605,7,53,480,OP102,Pune
03-11-24,MCH003,Evening,Shaft,481,5,43,450,OP104,Pune
03-11-24,MCH003,Night,Bearing,556,14,8,500,OP108,Nashik
03-11-24,MCH004,Morning,Bearing,475,16,54,480,OP103,Aurangabad
03-11-24,MCH004,Evening,Gear,482,18,9,450,OP109,Aurangabad
03-11-24,MCH004,Night,Gear,607,21,5,500,OP114,Nashik
03-11-24,MCH005,Morning,Bolt,421,9,40,480,OP108,Aurangabad
03-11-24,MCH005,Evening,Nut,645,7,19,450,OP117,Nagpur
03-11-24,MCH005,Night,Bearing,496,8,44,500,OP118,Mumbai
04-11-24,MCH001,Morning,Gear,484,9,47,480,OP116,Mumbai
04-11-24,MCH001,Evening,Shaft,423,5,8,450,OP108,Nashik
04-11-24,MCH001,Night,Bolt,522,10,49,500,OP114,Mumbai
04-11-24,MCH002,Morning,Bearing,568,14,57,480,OP111,Nagpur
04-11-24,MCH002,Evening,Shaft,581,9,28,450,OP107,Nashik
04-11-24,MCH002,Night,Bolt,581,14,30,500,OP114,Pune
04-11-24,MCH003,Morning,Nut,486,14,41,480,OP115,Mumbai
04-11-24,MCH003,Evening,Shaft,484,9,25,450,OP100,Nagpur
04-11-24,MCH003,Night,Nut,555,19,5,500,OP110,Mumbai
04-11-24,MCH004,Morning,Bearing,434,13,28,480,OP103,Pune
04-11-24,MCH004,Evening,Gear,457,11,59,450,OP116,Aurangabad
04-11-24,MCH004,Night,Shaft,516,22,52,500,OP114,Nagpur
04-11-24,MCH005,Morning,Gear,627,9,43,480,OP114,Mumbai
04-11-24,MCH005,Evening,Bolt,451,13,52,450,OP102,Pune
04-11-24,MCH005,Night,Bearing,678,11,21,500,OP104,Mumbai
05-11-24,MCH001,Morning,Gear,677,18,22,480,OP102,Nashik
05-11-24,MCH001,Evening,Gear,694,8,19,450,OP107,Pune
05-11-24,MCH001,Night,Nut,415,6,6,500,OP107,Nashik
05-11-24,MCH002,Morning,Nut,673,9,51,480,OP107,Nashik
05-11-24,MCH002,Evening,Gear,667,16,13,450,OP109,Mumbai
05-11-24,MCH002,Night,Gear,659,22,7,500,OP115,Aurangabad
05-11-24,MCH003,Morning,Bolt,458,6,59,480,OP109,Mumbai
05-11-24,MCH003,Evening,Nut,553,8,30,450,OP105,Mumbai
05-11-24,MCH003,Night,Bearing,465,20,27,500,OP112,Pune
05-11-24,MCH004,Morning,Nut,436,21,17,480,OP114,Nashik
05-11-24,MCH004,Evening,Bolt,531,19,54,450,OP102,Pune
05-11-24,MCH004,Night,Bearing,645,13,56,500,OP111,Pune
05-11-24,MCH005,Morning,Shaft,552,7,19,480,OP109,Mumbai
05-11-24,MCH005,Evening,Gear,684,10,9,450,OP118,Aurangabad
05-11-24,MCH005,Night,Shaft,553,7,54,500,OP103,Pune
06-11-24,MCH001,Morning,Bolt,622,9,42,480,OP104,Aurangabad
06-11-24,MCH001,Evening,Nut,666,6,26,450,OP101,Aurangabad
06-11-24,MCH001,Night,Shaft,416,8,18,500,OP106,Nashik
06-11-24,MCH002,Morning,Shaft,400,8,31,480,OP110,Mumbai
06-11-24,MCH002,Evening,Gear,448,20,48,450,OP115,Pune
06-11-24,MCH002,Night,Nut,498,22,51,500,OP114,Aurangabad
06-11-24,MCH003,Morning,Nut,624,5,40,480,OP112,Nagpur
06-11-24,MCH003,Evening,Gear,439,18,34,450,OP100,Mumbai
06-11-24,MCH003,Night,Bearing,679,5,43,500,OP119,Nagpur
06-11-24,MCH004,Morning,Nut,597,24,48,480,OP115,Nagpur
06-11-24,MCH004,Evening,Bolt,670,11,46,450,OP103,Mumbai
06-11-24,MCH004,Night,Bolt,621,17,58,500,OP117,Mumbai
06-11-24,MCH005,Morning,Nut,492,8,29,480,OP103,Nagpur
06-11-24,MCH005,Evening,Nut,695,17,12,450,OP102,Mumbai
06-11-24,MCH005,Night,Bearing,446,18,45,500,OP104,Nashik
07-11-24,MCH001,Morning,Bearing,564,13,24,480,OP102,Nagpur
07-11-24,MCH001,Evening,Bearing,424,11,41,450,OP108,Aurangabad
07-11-24,MCH001,Night,Bolt,403,13,58,500,OP113,Nagpur
07-11-24,MCH002,Morning,Nut,432,5,15,480,OP115,Nagpur
07-11-24,MCH002,Evening,Gear,630,16,42,450,OP119,Mumbai
07-11-24,MCH002,Night,Gear,599,18,19,500,OP104,Aurangabad
07-11-24,MCH003,Morning,Nut,529,10,6,480,OP102,Pune
07-11-24,MCH003,Evening,Bolt,591,13,58,450,OP108,Nagpur
07-11-24,MCH003,Night,Bearing,501,22,5,500,OP116,Pune
07-11-24,MCH004,Morning,Gear,548,15,14,480,OP116,Pune
07-11-24,MCH004,Evening,Shaft,436,20,11,450,OP111,Pune
07-11-24,MCH004,Night,Shaft,547,16,35,500,OP103,Aurangabad
07-11-24,MCH005,Morning,Bearing,549,5,5,480,OP102,Aurangabad
07-11-24,MCH005,Evening,Shaft,548,17,17,450,OP108,Aurangabad
07-11-24,MCH005,Night,Bolt,680,9,30,500,OP103,Pune
08-11-24,MCH001,Morning,Gear,602,8,29,480,OP119,Aurangabad
08-11-24,MCH001,Evening,Bolt,678,7,46,450,OP100,Aurangabad
08-11-24,MCH001,Night,Nut,429,5,52,500,OP118,Nagpur
08-11-24,MCH002,Morning,Bearing,533,5,23,480,OP104,Aurangabad
08-11-24,MCH002,Evening,Shaft,561,5,52,450,OP101,Aurangabad
08-11-24,MCH002,Night,Nut,626,21,51,500,OP109,Aurangabad
08-11-24,MCH003,Morning,Bearing,547,11,31,480,OP109,Nagpur
08-11-24,MCH003,Evening,Nut,611,24,15,450,OP101,Aurangabad
08-11-24,MCH003,Night,Gear,529,14,49,500,OP118,Aurangabad
08-11-24,MCH004,Morning,Bolt,579,8,24,480,OP108,Mumbai
08-11-24,MCH004,Evening,Nut,417,23,11,450,OP102,Aurangabad
08-11-24,MCH004,Night,Gear,513,24,24,500,OP118,Nagpur
08-11-24,MCH005,Morning,Bolt,492,16,42,480,OP112,Nagpur
08-11-24,MCH005,Evening,Bearing,566,16,34,450,OP103,Nashik
08-11-24,MCH005,Night,Gear,531,12,52,500,OP107,Aurangabad
09-11-24,MCH001,Morning,Nut,451,6,49,480,OP110,Mumbai
09-11-24,MCH001,Evening,Shaft,653,13,33,450,OP106,Nagpur
09-11-24,MCH001,Night,Bolt,579,17,5,500,OP111,Mumbai
09-11-24,MCH002,Morning,Bearing,436,24,10,480,OP111,Nashik
09-11-24,MCH002,Evening,Gear,554,18,57,450,OP103,Pune
09-11-24,MCH002,Night,Gear,509,19,43,500,OP103,Nashik
09-11-24,MCH003,Morning,Bolt,667,19,36,480,OP111,Nashik
09-11-24,MCH003,Evening,Bolt,576,12,48,450,OP108,Nashik
09-11-24,MCH003,Night,Shaft,630,7,57,500,OP115,Pune
09-11-24,MCH004,Morning,Nut,675,19,25,480,OP109,Mumbai
09-11-24,MCH004,Evening,Nut,614,13,33,450,OP108,Nagpur
09-11-24,MCH004,Night,Bolt,654,11,15,500,OP109,Mumbai
09-11-24,MCH005,Morning,Gear,648,20,31,480,OP103,Pune
09-11-24,MCH005,Evening,Bolt,628,17,39,450,OP116,Pune
09-11-24,MCH005,Night,Nut,619,22,53,500,OP108,Nagpur
10-11-24,MCH001,Morning,Gear,438,17,49,480,OP114,Pune
10-11-24,MCH001,Evening,Bolt,418,14,38,450,OP113,Pune
10-11-24,MCH001,Night,Bearing,410,21,19,500,OP118,Nashik
10-11-24,MCH002,Morning,Bearing,542,19,42,480,OP114,Pune
10-11-24,MCH002,Evening,Bearing,404,23,28,450,OP104,Mumbai
10-11-24,MCH002,Night,Nut,556,20,40,500,OP116,Mumbai
10-11-24,MCH003,Morning,Bearing,405,12,13,480,OP100,Nashik
10-11-24,MCH003,Evening,Shaft,557,10,20,450,OP100,Mumbai
10-11-24,MCH003,Night,Shaft,669,9,53,500,OP113,Mumbai
10-11-24,MCH004,Morning,Bearing,563,24,27,480,OP101,Nashik
10-11-24,MCH004,Evening,Gear,613,10,24,450,OP116,Mumbai
10-11-24,MCH004,Night,Shaft,520,5,59,500,OP112,Nashik
10-11-24,MCH005,Morning,Gear,505,17,14,480,OP113,Nagpur
10-11-24,MCH005,Evening,Nut,667,7,43,450,OP113,Pune
10-11-24,MCH005,Night,Bearing,554,9,47,500,OP100,Nagpur
11-11-24,MCH001,Morning,Bolt,615,21,39,480,OP109,Aurangabad
11-11-24,MCH001,Evening,Shaft,427,7,36,450,OP111,Mumbai
11-11-24,MCH001,Night,Bolt,516,16,19,500,OP105,Nagpur
11-11-24,MCH002,Morning,Bearing,681,9,24,480,OP101,Nashik
11-11-24,MCH002,Evening,Bearing,462,23,40,450,OP119,Aurangabad
11-11-24,MCH002,Night,Gear,538,7,41,500,OP119,Nagpur
11-11-24,MCH003,Morning,Shaft,649,22,20,480,OP115,Pune
11-11-24,MCH003,Evening,Gear,678,15,53,450,OP114,Pune
11-11-24,MCH003,Night,Bolt,693,19,51,500,OP106,Pune
11-11-24,MCH004,Morning,Gear,658,10,24,480,OP108,Pune
11-11-24,MCH004,Evening,Bearing,443,8,30,450,OP115,Nashik
11-11-24,MCH004,Night,Shaft,460,21,34,500,OP116,Nagpur
11-11-24,MCH005,Morning,Shaft,670,5,17,480,OP115,Nagpur
11-11-24,MCH005,Evening,Nut,418,6,57,450,OP111,Mumbai
11-11-24,MCH005,Night,Gear,635,15,6,500,OP100,Mumbai
12-11-24,MCH001,Morning,Nut,683,8,45,480,OP106,Mumbai
12-11-24,MCH001,Evening,Gear,556,14,24,450,OP113,Nagpur
12-11-24,MCH001,Night,Nut,444,10,26,500,OP116,Nagpur
12-11-24,MCH002,Morning,Bolt,554,11,56,480,OP115,Pune
12-11-24,MCH002,Evening,Bearing,657,21,15,450,OP117,Aurangabad
12-11-24,MCH002,Night,Bolt,655,7,25,500,OP113,Mumbai
12-11-24,MCH003,Morning,Bolt,665,24,59,480,OP103,Mumbai
12-11-24,MCH003,Evening,Bolt,672,16,29,450,OP100,Nagpur
12-11-24,MCH003,Night,Gear,624,20,43,500,OP109,Pune
12-11-24,MCH004,Morning,Shaft,469,19,40,480,OP114,Pune
12-11-24,MCH004,Evening,Nut,479,17,55,450,OP119,Aurangabad
12-11-24,MCH004,Night,Bolt,485,20,47,500,OP114,Pune
12-11-24,MCH005,Morning,Bearing,685,15,7,480,OP116,Nagpur
12-11-24,MCH005,Evening,Nut,623,9,16,450,OP107,Mumbai
12-11-24,MCH005,Night,Shaft,690,22,21,500,OP101,Aurangabad
13-11-24,MCH001,Morning,Gear,501,21,6,480,OP107,Pune
13-11-24,MCH001,Evening,Nut,536,18,31,450,OP108,Nagpur
13-11-24,MCH001,Night,Bolt,530,18,13,500,OP118,Mumbai
13-11-24,MCH002,Morning,Bolt,402,6,6,480,OP109,Nagpur
13-11-24,MCH002,Evening,Bolt,655,22,31,450,OP110,Pune
